trial_index,pair,sublattice,element,Z,frac_on_site,stoich_count,zt,formula
92,51-49 × 52,A,In,49,0.16,0.32,0.4978110861175468,(Sb0.84In0.16)2(Te1.00)3
92,51-49 × 52,X,Te,52,1.0,3.0,0.4978110861175468,(Sb0.84In0.16)2(Te1.00)3
93,83-82 × 52,A,Bi,83,0.7,1.4,0.11467730985692012,(Bi0.70Pb0.30)2(Te1.00)3
93,83-82 × 52,A,Pb,82,0.3,0.6,0.11467730985692012,(Bi0.70Pb0.30)2(Te1.00)3
93,83-82 × 52,X,Te,52,1.0,3.0,0.11467730985692012,(Bi0.70Pb0.30)2(Te1.00)3
94,83-51 × 52,A,Bi,83,0.14,0.28,0.9087313254656841,(Bi0.14Sb0.86)2(Te1.00)3
94,83-51 × 52,A,Sb,51,0.86,1.72,0.9087313254656841,(Bi0.14Sb0.86)2(Te1.00)3
94,83-51 × 52,X,Te,52,1.0,3.0,0.9087313254656841,(Bi0.14Sb0.86)2(Te1.00)3
95,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
95,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
95,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
96,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
96,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
96,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
97,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
97,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
97,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
98,83-82 × 52,A,Bi,83,1.0,2.0,0.193306631144729,(Bi1.00Pb0.00)2(Te1.00)3
98,83-82 × 52,A,Pb,82,0.0,0.0,0.193306631144729,(Bi1.00Pb0.00)2(Te1.00)3
98,83-82 × 52,X,Te,52,1.0,3.0,0.193306631144729,(Bi1.00Pb0.00)2(Te1.00)3
99,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
99,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
99,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
100,83-51 × 52,A,Bi,83,0.0,0.0,0.5404170989182809,(Bi0.00Sb1.00)2(Te1.00)3
100,83-51 × 52,A,Sb,51,1.0,2.0,0.5404170989182809,(Bi0.00Sb1.00)2(Te1.00)3
100,83-51 × 52,X,Te,52,1.0,3.0,0.5404170989182809,(Bi0.00Sb1.00)2(Te1.00)3
101,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
101,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
101,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
102,83-51 × 52,A,Bi,83,0.1,0.2,0.9155552012497024,(Bi0.10Sb0.90)2(Te1.00)3
102,83-51 × 52,A,Sb,51,0.9,1.8,0.9155552012497024,(Bi0.10Sb0.90)2(Te1.00)3
102,83-51 × 52,X,Te,52,1.0,3.0,0.9155552012497024,(Bi0.10Sb0.90)2(Te1.00)3
103,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
103,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
103,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
104,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
104,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
104,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
105,51-82-49 × 34-16,A,Sb,51,0.64,1.28,0.055408168299965865,(Sb0.64Pb0.30In0.06)2(Se0.50S0.50)3
105,51-82-49 × 34-16,A,Pb,82,0.3,0.6,0.055408168299965865,(Sb0.64Pb0.30In0.06)2(Se0.50S0.50)3
105,51-82-49 × 34-16,A,In,49,0.06,0.12,0.055408168299965865,(Sb0.64Pb0.30In0.06)2(Se0.50S0.50)3
105,51-82-49 × 34-16,X,Se,34,0.5,1.5,0.055408168299965865,(Sb0.64Pb0.30In0.06)2(Se0.50S0.50)3
105,51-82-49 × 34-16,X,S,16,0.5,1.5,0.055408168299965865,(Sb0.64Pb0.30In0.06)2(Se0.50S0.50)3
106,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
106,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
106,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
107,51 × 52,A,Sb,51,1.0,2.0,0.5404170989182809,(Sb1.00)2(Te1.00)3
107,51 × 52,X,Te,52,1.0,3.0,0.5404170989182809,(Sb1.00)2(Te1.00)3
108,51-50-49 × 52,A,Sb,51,0.55,1.1,0.27278437156713536,(Sb0.55Sn0.29In0.16)2(Te1.00)3
108,51-50-49 × 52,A,Sn,50,0.29,0.58,0.27278437156713536,(Sb0.55Sn0.29In0.16)2(Te1.00)3
108,51-50-49 × 52,A,In,49,0.16,0.32,0.27278437156713536,(Sb0.55Sn0.29In0.16)2(Te1.00)3
108,51-50-49 × 52,X,Te,52,1.0,3.0,0.27278437156713536,(Sb0.55Sn0.29In0.16)2(Te1.00)3
109,83-49 × 52,A,Bi,83,0.84,1.68,0.15445397645760336,(Bi0.84In0.16)2(Te1.00)3
109,83-49 × 52,A,In,49,0.16,0.32,0.15445397645760336,(Bi0.84In0.16)2(Te1.00)3
109,83-49 × 52,X,Te,52,1.0,3.0,0.15445397645760336,(Bi0.84In0.16)2(Te1.00)3
110,83-51 × 52,A,Bi,83,0.08,0.16,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
110,83-51 × 52,A,Sb,51,0.92,1.84,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
110,83-51 × 52,X,Te,52,1.0,3.0,0.9156094611614896,(Bi0.08Sb0.92)2(Te1.00)3
111,51-49 × 52,A,Sb,51,0.84,1.68,0.4978110861175468,(Sb0.84In0.16)2(Te1.00)3
111,51-49 × 52,A,In,49,0.16,0.32,0.4978110861175468,(Sb0.84In0.16)2(Te1.00)3
111,51-49 × 52,X,Te,52,1.0,3.0,0.4978110861175468,(Sb0.84In0.16)2(Te1.00)3
